,address,rent,sold,sold year,sqft,var,zipcode
1091,655 6th Ave APT 5G,8950,2650000,2018,1364,0,10010
1092,655 6th Ave APT 2H,8975,,,,2,10010
1093,655 6th Ave APT 4A,4750,,,,2,10010
1094,655 6th Ave PH B,29202,,,,2,10010
1095,655 6th Ave APT 5D,9800,2519136,2018,1517,0,10010
1096,655 6th Ave APT 2L,4495,,,,2,10010
1097,655 6th Ave APT 4F,6395,,,,2,10010
1098,655 6th Ave APT 2K,4995,,,,2,10010
1099,655 6th Ave APT 5H,16000,4000000,2016,2168,0,10010
1100,655 6th Ave APT 3A,4915,1715000,2016,970,0,10010
1101,655 6th Ave APT 5C,6400,,,,2,10010
1102,655 6th Ave APT 3D,6500,,,,2,10010
1103,655 6th Ave APT 4J,5000,,,,2,10010
1104,655 6th Ave APT 4C,6400,,,,2,10010
1105,655 6th Ave APT 2D,6500,999995,2012,1266,0,10010
1106,655 6th Ave APT 5B,19000,,,,2,10010
1107,655 6th Ave APT 3K,4900,,,,2,10010
1108,126-130 W 22nd St # 3N,13222,2875000,2013,2200,0,10011
1109,126-130 W 22nd St # 3S,11250,2750000,2018,2161,0,10011
1110,126-130 W 22nd St # 7N,12000,917500,2000,2200,0,10011
1111,126-130 W 22nd St # 8N,8500,2200000,2006,2002,0,10011
1112,126-130 W 22nd St # 10S,14000,2631500,2013,2161,0,10011
1113,126-130 W 22nd St # 11S,13700,3225000,2017,2161,0,10011
1114,126-130 W 22nd St # 7S,11000,3412500,2017,2161,0,10011
1115,126-130 W 22nd St APT 5S,11250,2570000,2014,2160,0,10011
1116,126-130 W 22nd St UNIT 6N,11900,3000000,2018,2200,0,10011
1117,126-130 W 22nd St APT 6S,13500,2275000,2008,2161,0,10011
1118,126-130 W 22nd St SUITE 2N,11900,1726000,2000,2200,0,10011
1119,126-130 W 22nd St SUITE 2S,11000,,,,2,10011
1120,126-130 W 22nd St UNIT 8S,13500,2200000,2010,2161,0,10011
1121,126-130 W 22nd St UNIT 9N,10000,1000000,2000,2200,0,10011
1122,126-130 W 22nd St UNIT 9S,12950,1017500,2000,2161,0,10011
1123,126-130 W 22nd St UNIT 10N,13500,2650000,2012,2200,0,10011
1124,126-130 W 22nd St UNIT 4N,11900,915500,2000,2200,0,10011
1125,126-130 W 22nd St APT 11N,13222,3360000,2018,2200,0,10011
1126,126-130 W 22nd St UNIT 4S,11250,1650000,2004,2161,0,10011
1127,126-130 W 22nd St PENTHOUSE N,23500,2700000,2004,2978,0,10011
1128,126-130 W 22nd St PENTHOUSE S,9500,6330000,2018,2964,0,10011
1129,126-130 W 22nd St APT 5N,12000,1900000,2006,2200,0,10011
1130,126 W 22nd St APT 6N,16000,3000000,2018,2200,0,10011
1131,126 W 22nd St APT 11N,14250,3360000,2018,2200,0,10011
1132,126 W 22nd St APT 9N,8475,,,,2,10011
1133,126-130 W 22nd St # 3N,13222,2875000,2013,2200,0,10011
1134,126-130 W 22nd St # 3S,11250,2750000,2018,2161,0,10011
1135,126-130 W 22nd St # 7N,12000,917500,2000,2200,0,10011
1136,126-130 W 22nd St # 8N,8500,2200000,2006,2002,0,10011
1137,126-130 W 22nd St # 10S,14000,2631500,2013,2161,0,10011
1138,126-130 W 22nd St # 11S,13700,3225000,2017,2161,0,10011
1139,126-130 W 22nd St # 7S,11000,3412500,2017,2161,0,10011
1140,126-130 W 22nd St APT 5S,11250,2570000,2014,2160,0,10011
1141,126-130 W 22nd St UNIT 6N,11900,3000000,2018,2200,0,10011
1142,126-130 W 22nd St APT 6S,13500,2275000,2008,2161,0,10011
1143,126-130 W 22nd St SUITE 2N,11900,1726000,2000,2200,0,10011
1144,126-130 W 22nd St SUITE 2S,11000,,,,2,10011
1145,126-130 W 22nd St UNIT 8S,13500,2200000,2010,2161,0,10011
1146,126-130 W 22nd St UNIT 9N,10000,1000000,2000,2200,0,10011
1147,126-130 W 22nd St UNIT 9S,12950,1017500,2000,2161,0,10011
1148,126-130 W 22nd St UNIT 10N,13500,2650000,2012,2200,0,10011
1149,126-130 W 22nd St UNIT 4N,11900,915500,2000,2200,0,10011
1150,126-130 W 22nd St APT 11N,13222,3360000,2018,2200,0,10011
1151,126-130 W 22nd St UNIT 4S,11250,1650000,2004,2161,0,10011
1152,126-130 W 22nd St PENTHOUSE N,23500,2700000,2004,2978,0,10011
1153,126-130 W 22nd St PENTHOUSE S,9500,6330000,2018,2964,0,10011
1154,126-130 W 22nd St APT 5N,12000,1900000,2006,2200,0,10011
1155,126 W 22nd St APT 5N,6457,,,,2,10011
1156,126 W 22nd St APT 6N,16000,3000000,2018,2200,0,10011
1157,126 W 22nd St APT 11N,14250,3360000,2018,2200,0,10011
1158,132 W 22nd St,22500,,,,2,10011
1159,146-148 W 22nd St # 4,16500,1764423,2006,2603,0,10011
1160,146-148 W 22nd St APT 8,16500,,,,2,10011
1161,146-148 W 22nd St APT 8,16500,,,,2,10011
1162,146-148 W 22nd St PENTHOUSE 13,10000,2850000,2018,1620,0,10011
1163,146 W 22nd St # 148,10000,,,,2,10011
1164,146 W 22nd St # 148,10000,,,,2,10011
1165,146-148 W 22nd St # 4,16500,1764423,2006,2603,0,10011
1166,146 W 22nd St,9750,,,,2,10011
1167,146 W 22nd St APT 8,,1957789,2006,1500,1,10011
1168,146 W 22nd St APT 9-148,16500,2900000,2006,2511,0,10011
1169,146-148 W 22nd St PENTHOUSE 13,10000,2850000,2018,1620,0,10011
1170,146 W 22nd St APT 2-148,23000,4400000,2016,2615,0,10011
1171,146 W 22nd St APT 5-148,19500,2650000,2007,2603,0,10011
1172,146 W 22nd St APT 6-148,19500,3037500,2011,2603,0,10011
1173,146 W 22nd St APT 10-148,10000,3025000,2019,1626,0,10011
1174,146 W 22nd St APT 11-148,10000,2625000,2018,1548,0,10011
1175,146 W 22nd St APT 12-148,10000,1446917,2006,1548,0,10011
1176,146 W 22nd St APT 4,18000,,,,2,10011
1177,146 W 22nd St APT 3-148,19500,2555000,2009,2633,0,10011
1178,146-148 W 22nd St APT 8,16500,,,,2,10011
1179,146-148 W 22nd St APT 8,16500,,,,2,10011
1180,146 W 22nd St APT 10,9163,,,,2,10011
1181,146 W 22nd St APT 11,9163,2625000,2018,1548,0,10011
1182,146 W 22nd St APT 7,16500,3800000,2018,2554,0,10011
1183,146 W 22nd St APT 7-148,16250,3800000,2018,2603,0,10011
1184,146 W 22nd St # 148,10000,,,,2,10011
1185,146-148 W 22nd St # 4,16500,1764423,2006,2603,0,10011
1186,146 W 22nd St,9750,,,,2,10011
1187,146 W 22nd St APT 8,,1957789,2006,1500,1,10011
1188,146 W 22nd St APT 9-148,16500,2900000,2006,2511,0,10011
1189,146-148 W 22nd St PENTHOUSE 13,10000,2850000,2018,1620,0,10011
1190,146 W 22nd St APT 2-148,23000,4400000,2016,2615,0,10011
1191,146 W 22nd St APT 5-148,19500,2650000,2007,2603,0,10011
1192,146 W 22nd St APT 6-148,19500,3037500,2011,2603,0,10011
1193,146 W 22nd St APT 10-148,10000,3025000,2019,1626,0,10011
1194,146 W 22nd St APT 11-148,10000,2625000,2018,1548,0,10011
1195,146 W 22nd St APT 12-148,10000,1446917,2006,1548,0,10011
1196,146 W 22nd St APT 4,18000,,,,2,10011
1197,146 W 22nd St APT 3-148,19500,2555000,2009,2633,0,10011
1198,146-148 W 22nd St APT 8,16500,,,,2,10011
1199,146-148 W 22nd St APT 8,16500,,,,2,10011
1200,146 W 22nd St APT 10,9163,,,,2,10011
1201,146 W 22nd St APT 11,9163,2625000,2018,1548,0,10011
1202,146 W 22nd St APT 7,16500,3800000,2018,2554,0,10011
1203,146 W 22nd St APT 7-148,16250,3800000,2018,2603,0,10011
1204,125 W 21st St,9650,2250000,2011,1449,0,10011
1205,125 W 21st St,6995,1629200,2008,1010,0,10011
1206,125 W 21st St,9230,3425000,2013,1419,0,10011
1207,140 W 22nd St # 10C,5800,,,,2,10011
1208,140 W 22nd St # 2C,3695,,,,2,10011
1209,140 W 22nd St # 4E,2875,,,,2,10011
1210,140 W 22nd St # 3C,3400,,,,2,10011
1211,140 W 22nd St # 2E,3100,,,,2,10011
1212,140 W 22nd St # 8D,6800,,,,2,10011
1213,140 W 22nd St # 3B,3100,,,,2,10011
1214,140 W 22nd St # 10B,6800,,,,2,10011
1215,140 W 22nd St # 6D,3695,,,,2,10011
1216,140 W 22nd St # 2B,4200,,,,2,10011
1217,140 W 22nd St # 6A,5200,,,,2,10011
1218,140 W 22nd St APT 11C,6900,1355000,2009,1113,0,10011
1219,140 W 22nd St APT 3C,5800,946972,2009,872,0,10011
1220,140 W 22nd St APT 6D,5988,1565000,2018,908,0,10011
1221,140 W 22nd St APT 2F,6950,1695000,2013,1063,0,10011
1222,140 W 22nd St APT 9D,8750,1375000,2014,1386,0,10011
1223,140 W 22nd St APT 9A,5850,1495000,2015,861,0,10011
1224,140 W 22nd St APT 5F,6900,1900000,2018,1063,0,10011
1225,140 W 22nd St APT 10C,6800,1665100,2013,1115,0,10011
1226,140 W 22nd St APT 8D,8895,1545000,2010,1386,0,10011
1227,140 W 22nd St APT 10D,8900,1550000,2012,1389,0,10011
1228,140 W 22nd St APT 4F,6900,1915000,2017,1065,0,10011
1229,140 W 22nd St APT 6C,5700,999921,2010,872,0,10011
1230,140 W 22nd St APT 8B,7500,1832850,2010,1050,0,10011
1231,140 W 22nd St APT 7A,5800,970100,2010,861,0,10011
1232,140 W 22nd St # 10C,5800,,,,2,10011
1233,140 W 22nd St # 2C,3695,,,,2,10011
1234,140 W 22nd St # 4E,2875,,,,2,10011
1235,140 W 22nd St # 3C,3400,,,,2,10011
1236,140 W 22nd St # 2E,3100,,,,2,10011
1237,140 W 22nd St # 8D,6800,,,,2,10011
1238,140 W 22nd St # 3B,3100,,,,2,10011
1239,140 W 22nd St # 10B,6800,,,,2,10011
1240,140 W 22nd St # 6D,3695,,,,2,10011
1241,140 W 22nd St # 2B,4200,,,,2,10011
1242,140 W 22nd St # 6A,5200,,,,2,10011
1243,140 W 22nd St APT 11C,6900,1355000,2009,1113,0,10011
1244,140 W 22nd St APT 3C,5800,946972,2009,872,0,10011
1245,140 W 22nd St APT 6D,5988,1565000,2018,908,0,10011
1246,140 W 22nd St APT 2F,6950,1695000,2013,1063,0,10011
1247,140 W 22nd St APT 9D,8750,1375000,2014,1386,0,10011
1248,140 W 22nd St APT 9A,5850,1495000,2015,861,0,10011
1249,140 W 22nd St APT 5F,6900,1900000,2018,1063,0,10011
1250,140 W 22nd St APT 10C,6800,1665100,2013,1115,0,10011
1251,140 W 22nd St APT 8D,8895,1545000,2010,1386,0,10011
1252,140 W 22nd St APT 10D,8900,1550000,2012,1389,0,10011
1253,140 W 22nd St APT 4F,6900,1915000,2017,1065,0,10011
1254,140 W 22nd St APT 6C,5700,999921,2010,872,0,10011
1255,140 W 22nd St APT 8B,7500,1832850,2010,1050,0,10011
1256,140 W 22nd St APT 7A,5800,970100,2010,861,0,10011
1257,140 W 22nd St # 10C,5800,,,,2,10011
1258,140 W 22nd St # 2C,3695,,,,2,10011
1259,140 W 22nd St # 4E,2875,,,,2,10011
1260,140 W 22nd St # 3C,3400,,,,2,10011
1261,140 W 22nd St # 2E,3100,,,,2,10011
1262,140 W 22nd St # 8D,6800,,,,2,10011
1263,140 W 22nd St # 3B,3100,,,,2,10011
1264,140 W 22nd St # 10B,6800,,,,2,10011
1265,140 W 22nd St # 6D,3695,,,,2,10011
1266,140 W 22nd St # 2B,4200,,,,2,10011
1267,140 W 22nd St # 6A,5200,,,,2,10011
1268,140 W 22nd St APT 11C,6900,1355000,2009,1113,0,10011
1269,140 W 22nd St APT 3C,5800,946972,2009,872,0,10011
1270,140 W 22nd St APT 6D,5988,1565000,2018,908,0,10011
1271,140 W 22nd St APT 2F,6950,1695000,2013,1063,0,10011
1272,140 W 22nd St APT 9D,8750,1375000,2014,1386,0,10011
1273,140 W 22nd St APT 9A,5850,1495000,2015,861,0,10011
1274,140 W 22nd St APT 5F,6900,1900000,2018,1063,0,10011
1275,140 W 22nd St APT 10C,6800,1665100,2013,1115,0,10011
1276,140 W 22nd St APT 8D,8895,1545000,2010,1386,0,10011
1277,140 W 22nd St APT 10D,8900,1550000,2012,1389,0,10011
1278,140 W 22nd St APT 4F,6900,1915000,2017,1065,0,10011
1279,140 W 22nd St APT 6C,5700,999921,2010,872,0,10011
1280,140 W 22nd St APT 8B,7500,1832850,2010,1050,0,10011
1281,140 W 22nd St APT 7A,5800,970100,2010,861,0,10011
1282,151 W 21st St,25000,8349650,2014,3164,0,10011
1283,125 W 22nd St,8900,1288086,2009,1231,0,10011
1284,125 W 22nd St,13500,1850000,2009,1894,0,10011
1285,125 W 22nd St,10080,,,,2,10011
1286,133 W 22nd St APT 3K,3695,1260000,2016,643,0,10011
1287,133 W 22nd St # H,12500,3700000,2015,1825,0,10011
1288,133 W 22nd St # G,20000,2936375,2011,2380,0,10011
1289,133 W 22nd St # 0-1,3100,,,,2,10011
1290,133 W 22nd St # 9**,3500,,,,2,10011
1291,133 W 22nd St APT 9J,4100,1024850,2012,634,0,10011
1292,133 W 22nd St APT 9G,7500,1600000,2009,1144,0,10011
1293,133 W 22nd St APT 10E,8950,3540000,2016,1336,0,10011
1294,133 W 22nd St APT 3J,4895,880786,2008,763,0,10011
1295,133 W 22nd St APT 6E,6000,1830000,2016,894,0,10011
1296,133 W 22nd St APT 6L,3733,1325000,2015,634,0,10011
1297,133 W 22nd St APT 8B,8800,2648000,2015,1231,0,10011
1298,133 W 22nd St APT 6G,5800,1450000,2014,798,0,10011
1299,133 W 22nd St APT 6K,4100,840000,2012,643,0,10011
1300,133 W 22nd St APT 9H,3695,789143,2009,643,0,10011
1301,133 W 22nd St APT 4E,6500,1140440,2008,894,0,10011
1302,133 W 22nd St APT 4G,4895,992793,2008,798,0,10011
1303,133 W 22nd St APT 3L,7000,845147,2008,1582,0,10011
1304,133 W 22nd St APT 4B,8800,2550000,2017,1231,0,10011
1305,133 W 22nd St APT 4D,6000,1130257,2008,894,0,10011
1306,133 W 22nd St APT 4J,5000,1650000,2015,763,0,10011
1307,133 W 22nd St APT 9D,8950,1680112,2009,1340,0,10011
1308,133 W 22nd St APT 4K,3800,738231,2009,643,0,10011
1309,133 W 22nd St APT 3E,6000,1270000,2010,894,0,10011
1310,133 W 22nd St APT 9B,8800,2180000,2013,1231,0,10011
1311,124 W 23rd St,10000,19333875,2008,2025,0,10011
1312,124 W 23rd St,10000,19333875,2008,2025,0,10011
1313,245 7th Ave APT 7C,4500,1335000,2018,981,0,10001
1314,245 7th Ave APT 7B,10500,1553716,2017,1519,0,10001
1315,245 7th Ave APT 7A,12500,2350000,2011,2002,0,10001
1316,245 7th Ave # PHBC,25140,,,,2,10001
1317,245 7th Ave APT 5B,12500,2750000,2008,2258,0,10001
1318,245 7th Ave APT 6C,4500,1270000,2018,981,0,10001
1319,245 7th Ave APT 2A,10500,1675000,2011,1800,0,10001
1320,245 7th Ave APT 9C,4595,60000,1999,981,0,10001
1321,245 7th Ave APT 10B,12500,750000,1997,2258,0,10001
1322,245 7th Ave APT 11A,12500,774000,1998,2002,0,10001
1323,245 7th Ave APT 11C,4695,845000,2003,981,0,10001
1324,245 7th Ave APT 11B,12500,,,,2,10001
1325,245 7th Ave APT 12B,16250,7895000,2012,2216,0,10001
1326,245 7th Ave APT 12C,4895,7895000,2012,955,0,10001
1327,245 7th Ave APT 9A,12500,2812500,2014,2002,0,10001
1328,245 7th Ave APT 10C,4700,906000,2005,981,0,10001
1329,245 7th Ave APT 2B,3450,31500000,2014,5442,0,10001
1330,245 7th Ave APT 10A,12500,1475000,2004,2002,0,10001
1331,245 7th Ave APT 8B,12500,2900000,2012,2258,0,10001
1332,245 7th Ave APT 8A,12500,2350000,2008,2002,0,10001
1333,245 7th Ave APT 2C,4500,785000,2003,988,0,10001
1334,245 7th Ave APT 3C,4500,1060000,2011,981,0,10001
1335,245 7th Ave APT 6B,12500,1187500,2000,2258,0,10001
1336,245 7th Ave APT 6A,12500,626500,1997,2002,0,10001
1337,245 7th Ave APT 5C,4500,1497500,2017,981,0,10001
1338,245 7th Ave # PHBC,25140,,,,2,10001
1339,245 7th Ave APT 2C,4500,785000,2003,988,0,10001
1340,245 7th Ave APT 3C,4500,1060000,2011,981,0,10001
1341,245 7th Ave APT 4A,11500,2755000,2019,2002,0,10001
1342,245 7th Ave APT 5B,12500,2750000,2008,2258,0,10001
1343,245 7th Ave APT 6C,4500,1270000,2018,981,0,10001
1344,245 7th Ave APT 7C,4500,1335000,2018,981,0,10001
1345,245 7th Ave APT 9C,4595,60000,1999,981,0,10001
1346,245 7th Ave APT 10B,12500,750000,1997,2258,0,10001
1347,245 7th Ave APT 11A,12500,774000,1998,2002,0,10001
1348,245 7th Ave APT 11C,4695,845000,2003,981,0,10001
1349,245 7th Ave APT 11B,12500,,,,2,10001
1350,245 7th Ave APT 12B,16250,7895000,2012,2216,0,10001
1351,245 7th Ave APT 12C,4895,7895000,2012,955,0,10001
1352,245 7th Ave APT 10C,4700,906000,2005,981,0,10001
1353,245 7th Ave APT 9A,12500,2812500,2014,2002,0,10001
1354,245 7th Ave APT 2B,3450,31500000,2014,5442,0,10001
1355,245 7th Ave APT 10A,12500,1475000,2004,2002,0,10001
1356,245 7th Ave APT 8B,12500,2900000,2012,2258,0,10001
1357,245 7th Ave APT 8A,12500,2350000,2008,2002,0,10001
1358,245 7th Ave APT 7B,10500,1553716,2017,1519,0,10001
1359,245 7th Ave APT 7A,12500,2350000,2011,2002,0,10001
1360,245 7th Ave APT 6B,12500,1187500,2000,2258,0,10001
1361,245 7th Ave APT 6A,12500,626500,1997,2002,0,10001
1362,245 7th Ave APT 5C,4500,1497500,2017,981,0,10001
1363,110 W 25th St APT 3,13700,,,,2,10001
1364,110 W 25th St APT 4,13700,3400000,2018,2382,0,10001
1365,110 W 25th St APT 5,13700,,,,2,10001
1366,110 W 25th St APT 8,14000,3450000,2013,2382,0,10001
1367,110 W 25th St APT 9,14000,3050000,2012,2382,0,10001
1368,110 W 25th St APT 10,14000,2766000,2006,2382,0,10001
1369,110 W 25th St APT 11,14000,4350000,2015,2500,0,10001
1370,110 W 25th St PENTHOUSE 12,14000,3885000,2010,2382,0,10001
1371,110 W 25th St APT 7,14000,3900000,2018,2800,0,10001
1372,110 W 25th St APT 6,16250,3300000,2014,2500,0,10001
1373,110 W 25th St FL 2,12000,,,,2,10001
1374,101 W 24th St,3305,1400000,2016,351608,0,10011
1375,101 W 24th St,3305,1400000,2016,351608,0,10011
1376,101 W 24th St,3305,1400000,2016,351608,0,10011
1377,159 W 24th St,3795,,,,2,10011
1378,150 W 26th St,13750,4075000,2013,2070,0,10001
1379,144 W 27th St ROOM 2R152,13500,3150000,2016,2800,0,10001
1380,144 W 27th St ROOM 3F152,16000,2300000,2012,3500,0,10001
1381,144 W 27th St ROOM 6F152,15500,1250000,2000,2750,0,10001
1382,144 W 27th St ROOM 8F152,12500,3000000,2013,2400,0,10001
1383,144 W 27th St RM 8F,6500,,,,2,10001
1384,144 W 27th St RM 6R,23000,2700000,2018,2750,0,10001
1385,144 W 27th St RM 5R,18000,,,,2,10001
1386,144 W 27th St RM 3F,5960,,,,2,10001
1387,144 W 27th St # 2F152,15950,2475000,2010,2700,0,10001
1388,144 W 27th St ROOM 11NW,5999,,,,2,10001
1389,144 W 27th St ROOM 11SW,6150,600000,2009,986,0,10001
1390,144 W 27th St FLOOR 12,49000,,,,2,10001
1391,144 W 27th St ROOM 7F,19500,2720000,2011,3000,0,10001
1392,144 W 27th St ROOM 7R,16250,3125000,2015,2400,0,10001
1393,144 W 27th St ROOM 9F,6995,,,,2,10001
1394,144 W 27th St ROOM 3R152,11250,431000,1999,1900,0,10001
1395,144 W 27th St ROOM 4F152,17500,2600000,2012,2850,0,10001
1396,144 W 27th St RM 4R,,2800000,2015,2580,1,10001
1397,144 W 27th St ROOM 5F152,13700,545000,1998,2225,0,10001
1398,144 W 27th St ROOM 9R,16500,2428700,2010,2583,0,10001
1399,144 W 27th St ROOM 6R152,15500,2700000,2018,2700,0,10001
1400,144 W 27th St ROOM 10F,12500,,,,2,10001
1401,144 W 27th St ROOM 8R152,19500,2500000,2012,3000,0,10001
1402,144 W 27th St ROOM 5R,23900,3350000,2013,3182,0,10001
1403,144 W 27th St ROOM 10R,12500,,,,2,10001
1404,315 7th Ave,,1508000,2017,1211,1,10001
1405,315 7th Ave,6995,1508000,2017,1016,0,10001
1406,315 7th Ave,6500,1625000,2016,986,0,10001
1407,315 7th Ave,5480,2999000,2016,1743,0,10001
1408,315 7th Ave,,1508000,2017,1211,1,10001
1409,315 7th Ave,6995,1508000,2017,1016,0,10001
1410,315 7th Ave,6500,1625000,2016,986,0,10001
1411,315 7th Ave,5480,2999000,2016,1743,0,10001
1412,315 7th Ave,,1508000,2017,1211,1,10001
1413,315 7th Ave,6995,1508000,2017,1016,0,10001
1414,315 7th Ave,6500,1625000,2016,986,0,10001
1415,315 7th Ave,5480,2999000,2016,1743,0,10001
1416,315 7th Ave,,1508000,2017,1211,1,10001
1417,315 7th Ave,6995,1508000,2017,1016,0,10001
1418,315 7th Ave,6500,1625000,2016,986,0,10001
1419,315 7th Ave,5480,2999000,2016,1743,0,10001
1420,559 W 23rd St,18500,,,,2,10011
1421,503 W 24th St # 3,22500,,,,2,10011
1422,503 W 24th St # 7,44162,,,,2,10011
1423,503 W 24th St # 6,35753,,,,2,10011
1424,503 W 24th St # 6THFL,26639,,,,2,10011
1425,503 W 24th St # 7THFL,33646,,,,2,10011
1426,455 W 22nd St,7800,2556000,2017,1700,0,10011
1427,333 W 14th St,14000,2520000,2012,4042,0,10014
1428,231 W 26th St,8500,,,,2,10001
1429,133 W 14th St,2950,1650000,2010,13485,0,10011
1430,136 W 22nd St # PH1,16000,,,,2,10011
1431,136 W 22nd St APT 4,23900,2425000,2004,3272,0,10011
1432,136 W 22nd St APT 5,23900,3267327,2011,3272,0,10011
1433,136 W 22nd St APT 9,23900,4700000,2007,3281,0,10011
1434,136 W 22nd St APT 8,10900,,,,2,10011
1435,136 W 22nd St APT 7,23900,3395000,2006,3272,0,10011
1436,136 W 22nd St APT 6,8000,4175000,2018,3272,0,10011
1437,136 W 22nd St APT 3,23500,3210000,2012,3272,0,10011
1438,136 W 22nd St FRONT 1,17500,2185000,2013,2653,0,10011
1439,136 W 22nd St APT 2,23900,,,,2,10011
1440,116 W 22nd St,6750,960000,1999,1800,0,10011
1441,117 W 21st St,30783,,,,2,10011
1442,117 W 21st St,30783,,,,2,10011
1443,524 W 19th St,19500,4100000,2010,3319,0,10011
1444,524 W 19th St,24000,11455312,2011,3319,0,10011
1445,524 W 19th St,24000,3250000,2018,3537,0,10011
1446,177 9th Ave APT 4D,15500,,,,2,10011
1447,177 9th Ave # 5J,15646,,,,2,10011
1448,470 W 24th St APT 4E,3250,,,,2,10011
1449,465 W 23rd St # RCU1,3000,,,,2,10011
1450,465 W 23rd St APT 2H,3200,,,,2,10011
1451,470 W 24th St APT 9J,3750,,,,2,10011
1452,410 W 23rd St APT 5C,2979,,,,2,10011
1453,465 W 23rd St APT 3I,3200,,,,2,10011
1454,465 W 23rd St APT 7A,3550,,,,2,10011
1455,465 W 23rd St APT 6G,3000,,,,2,10011
1456,465 W 23rd St # RCU1,3000,,,,2,10011
1457,470 W 24th St APT 12B,4000,1170000,2012,296532,0,10011
1458,470 W 24th St APT 3I,3750,,,,2,10011
1459,405 W 23rd St # 11BC,3200,,,,2,10011
1460,465 W 23rd St APT 16J,3200,,,,2,10011
1461,410 W 24th St APT 5G,3200,,,,2,10011
1462,410 W 24th St APT 4F,3100,673000,2018,320433,0,10011
1463,410 W 24th St APT 2I,3000,520000,2018,500,0,10011
1464,410 W 24th St APT 7H,3950,,,,2,10011
1465,405 W 23rd St APT 14E,3050,599000,2015,320433,0,10011
1466,405 W 23rd St APT 14E,3200,,,,2,10011
1467,405 W 23rd St APT 6I,3000,669000,2018,320433,0,10011
1468,405 W 23rd St APT 11F,3000,292500,2003,320433,0,10011
1469,405 W 23rd St APT 4J,3000,,,,2,10011
1470,405 W 23rd St APT 7G,3000,,,,2,10011
1471,470 W 24th St APT 14H,3700,,,,2,10011
1472,405 W 23rd St APT 14K,3200,,,,2,10011
1473,405 W 23rd St APT 9L,3000,,,,2,10011
1474,405 W 23rd St APT 12A,3195,,,,2,10011
1475,85 8th Ave APT 6S,3215,525000,2015,550,0,10011
1476,85 8th Ave APT 3C,3175,,,,2,10011
1477,85 8th Ave APT 6F,3400,,,,2,10011
1478,85 8th Ave APT 6J,3090,,,,2,10011
1479,85 8th Ave APT 6S,3215,525000,2015,550,0,10011
1480,85 8th Ave APT 1F,3964,580000,2018,725,0,10011
1481,305 W 16th St APT 3L,3900,,,,2,10011
1482,305 W 16th St APT 2C,4315,,,,2,10011
1483,305 W 16th St APT 3C,4315,,,,2,10011
1484,360 W 22nd St APT 5F,3750,,,,2,10011
1485,360 W 22nd St APT 3R,3750,,,,2,10011
1486,360 W 22nd St APT 6D,3250,,,,2,10011
1487,360 W 22nd St APT 8G,3200,860000,2018,196721,0,10011
1488,360 W 22nd St APT 1K,4200,,,,2,10011
1489,360 W 22nd St APT 6T,5200,1910000,2018,1300,0,10011
1490,360 W 22nd St APT 6J,3750,,,,2,10011
1491,360 W 22nd St APT 6H,3750,,,,2,10011
1492,360 W 22nd St APT 6B,3750,,,,2,10011
1493,360 W 22nd St APT 6P,3750,,,,2,10011
1494,360 W 22nd St APT 6A,3750,,,,2,10011
1495,360 W 22nd St APT 6G,3750,,,,2,10011
1496,360 W 22nd St APT 6M,3750,,,,2,10011
1497,360 W 22nd St APT 6D,3250,,,,2,10011
1498,360 W 22nd St APT 6C,3750,,,,2,10011
1499,360 W 22nd St APT 6L,3750,,,,2,10011
1500,360 W 22nd St APT 6K,3750,,,,2,10011
1501,360 W 22nd St APT 6S,3750,,,,2,10011
1502,360 W 22nd St APT 6R,3750,,,,2,10011
1503,360 W 22nd St APT 6N,3750,,,,2,10011
1504,360 W 22nd St APT 6E,3750,,,,2,10011
1505,360 W 22nd St APT 6F,3750,,,,2,10011
1506,360 W 22nd St APT 17F,5142,,,,2,10011
1507,360 W 22nd St APT 5S,3100,,,,2,10011
1508,360 W 22nd St APT 5L,4195,,,,2,10011
1509,360 W 22nd St APT 5K,3200,,,,2,10011
1510,300 W 23rd St APT 2H,2956,840000,2018,9999,0,10011
1511,300 W 23rd St APT 19N,2600,545000,2018,9999,0,10011
1512,300 W 23rd St APT 14D,2956,540000,2018,9999,0,10011
1513,300 W 23rd St APT 9F,2600,400000,2018,9999,0,10011
1514,200 W 20th St APT 815,3600,,,,2,10011
1515,200 W 20th St APT 705,3000,,,,2,10011
1516,200 W 20th St APT 702,2850,480000,2018,117094,0,10011
1517,161 W 16th St APT 9J,3000,650000,2018,138320,0,10011
1518,161 W 16th St APT 5I,3900,640000,2018,138320,0,10011
1519,161 W 16th St APT 12-E,3000,675000,2015,500,0,10011
1520,161 W 16th St APT 17D,3950,,,,2,10011
1521,161 W 16th St APT 19B,3900,,,,2,10011
1522,161 W 16th St APT 12D,3000,,,,2,10011
1523,536 W 26th St # 542,3000,24726000,2014,19678,0,10001
1524,131 W 14th St APT 4,9000,,,,2,10011
1525,131 W 14th St APT 3,6490,,,,2,10011
1526,163 W 23rd St FL 4,9800,,,,2,10011
1527,159 W 23rd St # 3B,3750,,,,2,10011
1528,397 8th Ave,3000,27500000,2018,18000,0,10001
1529,140 W 24th St FL 2,3595,,,,2,10011
1530,101 W 15th St APT 214,4000,,,,2,10011
1531,520 W 27th St,3000,2200000,2018,48242,0,10001
1532,174 Hester St,4200,,,,2,10013
1533,119 Baxter St APT 5R,2700,,,,2,10013
